Id,Class,split,byte_length,truncated,padded,known_byte_count,unknown_byte_count,unknown_byte_ratio,entropy
iNqCDB2ehnPTloQJyWbU,1,train,163840,162816,0,156860,6980,0.0426025390625,6.900642486198591
iOgu76c1IdGrQeRDTlPw,9,train,1511424,1510400,0,1509624,1800,0.0011909298780487805,5.617857293715415
iRDBIyTSNfnr93j864dc,3,train,2342912,2341888,0,851300,1491612,0.636648751638986,7.984664692723333
iSDOzmncxkoV39KgPQLy,3,train,2342912,2341888,0,806756,1536156,0.6556609894012237,7.991708638752339
iUzHpeNq2fWxC9j6OvYK,6,train,155648,154624,0,141556,14092,0.09053762335526316,6.531968719150626
iXQAH6xIYeLSlCfdmWbR,7,val,1462272,1461248,0,11084,1451188,0.9924200148809523,5.081115816427358
icRPzo1apvBleNOfSXq2,9,train,1331200,1330176,0,1330816,384,0.0002884615384615385,6.455874780957311
idNxFM4agPHCkKzbr2Zh,8,test,126976,125952,0,117968,9008,0.07094254032258064,6.782520922412148
idQxka9c57Il1oBzjsgC,3,test,2342912,2341888,0,792420,1550492,0.6617798705201049,7.996990941897912
idjesBrKybwkzPXMalUL,5,train,2314240,2313216,0,265692,2048548,0.8851925470132743,7.876370867019226
ieUqYbvXQJhLB4NDm097,3,val,2347008,2345984,0,848740,1498268,0.6383736229275742,7.984428326679467
ijsudn60LwGlgaIJYV5S,9,train,172032,171008,0,171684,348,0.0020228794642857145,6.753430109125853
ilxt65RehXQoDvTzdFLk,1,train,335872,334848,0,335024,848,0.0025247713414634147,6.918203687914842
iouyxgUJX7pjI1LBTSDF,9,test,208896,207872,0,206984,1912,0.009152879901960785,5.506490059217313
iowRTFnvHWejpr4aU3b5,8,test,315392,314368,0,85820,229572,0.7278941761363636,5.137455188867524
ira26FLCvbOlw4jy1mB0,3,val,2342912,2341888,0,792420,1550492,0.6617798705201049,7.997001151775327
isqLdxNQRBISP20C98A4,6,test,155648,154624,0,155440,208,0.0013363486842105264,6.228243591658893
ivhYSt0cMuU8bwy5zxAe,1,test,389120,388096,0,384344,4776,0.012273848684210527,7.092439791714679
ixTICoNORELUk9wlpGa0,6,train,462848,461824,0,449136,13712,0.029625276548672565,7.982939720633874
iympuaSrqvjfogKZcB7M,2,val,204800,203776,0,185876,18924,0.09240234375,6.455747640440583
j2gBF09pxTcfIPy4kwJH,4,train,192512,191488,0,101348,91164,0.47354970079787234,7.936096680191015
jCyKgqf4SF3UD1HIYJBO,8,train,303104,302080,0,72600,230504,0.7604782516891891,5.18575357664895
jDJ2lpYeC6OLvPqWGIsa,7,train,1257472,1256448,0,11084,1246388,0.9911854896172638,5.168845757105586
jK9SZWNRLUAhvt8o5Ycx,8,train,315392,314368,0,84852,230540,0.730963372564935,5.336831038310094
jKOP7rSszpF6dhNHQfua,7,val,1462272,1461248,0,11084,1451188,0.9924200148809523,4.718467811902423
jNUWxT9ZE3AzQHJcflRg,8,train,122880,121856,0,117044,5836,0.04749348958333333,6.789012400296545
jOZMUJF5waGhqLQbWsYz,4,test,73728,72704,0,57800,15928,0.2160373263888889,7.8733224308202665
jPwdh0NtUaR9T4MIWcuE,7,train,1245184,1244160,0,6476,1238708,0.994799162212171,5.032512399374523
jQFsKBUnJC8qGSx34M1f,6,test,593920,592896,0,567684,26236,0.044174299568965514,7.45949579111158
jTgCQwsHRJMLbVrZYxe3,7,train,1507328,1506304,0,1504842,2486,0.001649276069972826,4.11523759963659
jTgF9SKzb8qxdsC6NnmY,9,train,172032,171008,0,171572,460,0.002673921130952381,6.622712341305545
jUMquAi2SlGwP5bv6tWg,3,train,2342912,2341888,0,851300,1491612,0.636648751638986,7.985534847269036
jV8cSxM45pXgW7JPo6qt,4,val,221184,220160,0,122192,98992,0.44755497685185186,7.911518212505292
jW1wp9ARJTiFdD58l6V7,3,val,2342912,2341888,0,851300,1491612,0.636648751638986,7.985168436319615
jWN2deuOSfDhU4cR6XVA,7,train,1257472,1256448,0,11084,1246388,0.9911854896172638,4.4230862921193514
jbFcZuLt8zmiJQAORP0p,8,test,122880,121856,0,117044,5836,0.04749348958333333,7.145715258564771
jmPeQlFEcqyRuVwrJTvp,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,3.965265997963826
joxy4nGdLbYR187qJMAN,1,train,204800,203776,0,204264,536,0.0026171875,7.259607429890262
jtEkniTysxuqG6DhAX57,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982171086767935
jv916D4YpO5LHJVWlCna,6,train,704512,703488,0,691956,12556,0.017822265625,6.764420304542048
jwSaizlJICMDZyYkH3FG,3,val,2342912,2341888,0,852836,1490076,0.6359931572333916,7.9820850444425755
jwgxPFMNGtXKTYkio0rI,9,train,1331200,1330176,0,1330756,444,0.0003335336538461538,6.970322276240556
jxgaANiB20rR4UuSveCs,8,train,483328,482304,0,466704,16624,0.03439486228813559,7.491823521354628
k9xRmJIPX3h68arYZ5Hj,1,train,163840,162816,0,163492,348,0.0021240234375,6.648857881130687
kAtomObScfxVW1DKXUla,9,val,1474560,1473536,0,1472840,1720,0.0011664496527777778,5.615856305929379
kBZbta9T1vy8PnhW7f64,2,test,225280,224256,0,208404,16876,0.07491122159090909,6.396977066153811
kBdDKj9W1rQPpoHmetaG,8,train,372736,371712,0,143264,229472,0.6156421703296703,4.55063479087545
kFyYOLBqi72sHKA08vDm,8,train,217088,216064,0,126860,90228,0.4156286851415094,5.343691353353182
kGITL4OJxYMWEQ1bKBiP,9,val,872448,871424,0,650728,221720,0.2541354900234742,7.673011097552037
kJ1a9c6NoCv4DqA7Hh8R,4,train,192512,191488,0,101348,91164,0.47354970079787234,7.9147599590090065
kLaYBGOTINF3t5HvqJmA,7,train,1245184,1244160,0,6476,1238708,0.994799162212171,4.9346062793548935
kMDrx5LS2P864CIwNiVs,7,train,1257472,1256448,0,11084,1246388,0.9911854896172638,4.638899219468571
kN2FUugrtwA3nhWd7bBT,7,val,1462272,1461248,0,11084,1451188,0.9924200148809523,3.8935692942056646
kS8dLUGCRbajYvJZyDPe,4,test,241664,240640,0,146300,95364,0.3946140095338983,7.8905856885874135
kcAwuM18pnvfbgIos570,8,train,188416,187392,0,180596,7820,0.04150390625,7.559252123314068
kczYF5vSxW3ZrilfJesd,4,train,217088,216064,0,113504,103584,0.4771521226415094,7.944173064058972
kg1ZDvKAN9CyWamsRIxi,2,val,1205652,1204628,0,1194748,10904,0.009044069101200015,6.261566941988808
kl6Lw0U7WYT2biJXhP3y,4,val,167936,166912,0,89388,78548,0.46772580030487804,7.928049005754449
l1OdNtIKM8Gi6jowZHg3,7,train,1257472,1256448,0,11084,1246388,0.9911854896172638,4.5369565869807715
lcqv9STBAX20houtQnR3,4,train,188416,187392,0,99800,88616,0.4703209918478261,7.925047808045533
lkqEXK4NrYSseRTt0Gb3,4,train,241664,240640,0,142792,98872,0.409130031779661,7.903950425226395
